"Longitude","Latitude","Admin","Year","disease"
-57.812,-15.948,-999,2003,"yf"
-58.659,-15.792,-999,2005,"yf"
-59.512,-15.094,-999,2005,"yf"
-59.923,-13.618,-999,1985,"yf"
-58.84,-11.33,-999,2008,"yf"
-57.466,-11.437,-999,2003,"yf"
-55.609,-11.778,-999,2008,"yf"
-56.025,-10.527,-999,2007,"yf"
-55.492,-10.206,-999,2000,"yf"
-55.064,-10.213,-999,2005,"yf"
-60.299,-12.678,-999,2008,"yf"
-61.669,-11.302,-999,2005,"yf"
-62.091,-11.101,-999,2008,"yf"
-62.09,-10.724,-999,2006,"yf"
-62.409,-10.557,-999,2008,"yf"
-63.197,-9.719,-999,2005,"yf"
-64.038,-8.608,-999,2005,"yf"
-65.854,-9.688,-999,1985,"yf"
-67.454,-10.205,-999,2008,"yf"
-67.605,-8.579,-999,2008,"yf"
-64.561,-6.409,-999,2008,"yf"
-70.184,-4.378,-999,1982,"yf"
-59.756,-4.306,-999,2006,"yf"
-63.261,-3.96,-999,2004,"yf"
-59.223,-3.787,-999,2008,"yf"
-60.499,-3.659,-999,2006,"yf"
-61.728,-3.655,-999,2008,"yf"
-57.734,-3.278,-999,2004,"yf"
-58.468,-3.057,-999,2008,"yf"
-58.259,-3.061,-999,2008,"yf"
-60.173,-3.064,-999,2008,"yf"
-60.496,-3.344,-999,2006,"yf"
-60.806,-3.141,-999,2008,"yf"
-64.851,-3.211,-999,2005,"yf"
-57.835,-2.468,-999,2005,"yf"
-59.852,-2.629,-999,2003,"yf"
-61.085,-2.516,-999,2003,"yf"
-56.82,-2.183,-999,2008,"yf"
-60.164,-1.897,-999,2006,"yf"
-65.789,-1.656,-999,2006,"yf"
-66.705,-1.668,-999,2005,"yf"
-65.148,-0.228,-999,2008,"yf"
-63.023,-0.874,-999,2005,"yf"
-59.816,0.931,-999,2005,"yf"
-61.152,1.885,-999,2006,"yf"
-61.15,2.302,-999,2005,"yf"
-60.931,2.517,-999,2004,"yf"
-60.625,2.667,-999,2006,"yf"
-60.766,2.928,-999,2006,"yf"
-61.358,3.044,-999,2008,"yf"
-59.918,3.445,-999,2005,"yf"
-61.232,4.454,-999,2008,"yf"
-60.222,4.698,-999,1998,"yf"
-50.648,-9.522,-999,2005,"yf"
-49.699,-8.805,-999,2003,"yf"
-49.258,-8.173,-999,2008,"yf"
-50.055,-8.007,-999,2002,"yf"
-49.732,-7.591,-999,2005,"yf"
-50.478,-7.373,-999,2008,"yf"
-49.94,-7.068,-999,2005,"yf"
-50.47,-6.748,-999,2005,"yf"
-51.164,-6.785,-999,2005,"yf"
-52.013,-6.672,-999,2005,"yf"
-49.934,-6.062,-999,2004,"yf"
-49.297,-5.13,-999,2005,"yf"
-49.078,-5.346,-999,2006,"yf"
-48.8,-5.351,-999,1991,"yf"
-49.703,-3.768,-999,2006,"yf"
-48.962,-2.947,-999,2005,"yf"
-48.109,-2.432,-999,1984,"yf"
-47.397,-1.855,-999,2007,"yf"
-47.504,-1.441,-999,2007,"yf"
-47.717,-1.696,-999,2005,"yf"
-48.03,-1.49,-999,2008,"yf"
-48.156,-1.169,-999,2005,"yf"
-46.654,-0.898,-999,2008,"yf"
-46.858,-0.871,-999,2005,"yf"
-47.522,-0.747,-999,2008,"yf"
-49.748,-2.099,-999,2008,"yf"
-50.487,-1.763,-999,2006,"yf"
-49.899,-0.995,-999,2008,"yf"
-52.198,-3.122,-999,2008,"yf"
-51.978,-2.59,-999,2005,"yf"
-52.189,-1.703,-999,2006,"yf"
-52.608,-1.442,-999,1993,"yf"
-53.465,-1.75,-999,2003,"yf"
-54.103,-1.956,-999,2007,"yf"
-54.803,-1.888,-999,2005,"yf"
-54.698,-2.367,-999,2008,"yf"
-56.089,-4.233,-999,2008,"yf"
-55.543,-1.88,-999,2008,"yf"
-55.85,-1.789,-999,2008,"yf"
-56.187,-2.084,-999,2003,"yf"
-50.376,1.996,-999,2000,"yf"
0.97572,8.53496,0,2006,"yf"
0.97572,8.53496,0,2013,"yf"
0.97572,8.53496,0,2007,"yf"
-11.79192,8.56028,0,2009,"yf"
-11.79192,8.56028,0,2011,"yf"
-69.97,-15.11,1,1995,"yf"
-16.17,14.76,1,1965,"yf"
-71.91,7.99,1,1961,"yf"
-76.68,-7.1,1,1999,"yf"
-47.79,-15.77,1,2000,"yf"
-72.19,-13.29,1,1998,"yf"
-75.88,-9.46,1,1995,"yf"
-76.84,-1.81,1,1997,"yf"
-74.97,-11.73,1,1995,"yf"
-75.43,-10.37,1,1995,"yf"
-73.99,-13.88,1,1979,"yf"
-15.107625,14.22738,1,1996,"yf"
-76.72173767,-7.032692805,1,2005,"yf"
3.63,8.12,1,1988,"yf"
7.46,10.23,1,1987,"yf"
-76.68,-7.1,1,1990,"yf"
-78.96,-4.47,1,1990,"yf"
-65.64,-17.24,1,1990,"yf"
-75.88,-9.46,1,1990,"yf"
-74.97,-11.73,1,1990,"yf"
-52.57,3.86,1,1990,"yf"
-77.71,-0.59,1,1990,"yf"
-78.96,-4.47,1,1991,"yf"
-77.96,-2.84,1,1991,"yf"
-65.64,-17.24,1,1991,"yf"
-76.84,-1.81,1,1991,"yf"
-77.71,-0.59,1,1991,"yf"
-65.64,-17.24,1,1992,"yf"
-76.84,-1.81,1,1992,"yf"
-77.71,-0.59,1,1992,"yf"
-76.6,0.0014,1,1992,"yf"
7.03,5.56,1,1995,"yf"
6.99,6.24,1,1995,"yf"
3.63,8.12,1,1995,"yf"
-9.79,6.92,1,1995,"yf"
-9.97,7.86,1,1995,"yf"
1.55,10.7,1,1996,"yf"
-65.64,-17.24,1,1997,"yf"
-72.99,3.21,1,1991,"yf"
-72.99,3.21,1,1997,"yf"
-73.53,6.91,1,1991,"yf"
-73.52,9.26,1,1991,"yf"
-71.47,5.24,1,1991,"yf"
-75.52,7.15,1,1997,"yf"
-71.82,1.75,1,1991,"yf"
-75.52,0.42,1,1991,"yf"
-72.84,8.07,1,1991,"yf"
-70.92,6.54,1,1991,"yf"
-76.95,6.33,1,1991,"yf"
-9.97,7.86,1,1997,"yf"
-74.97,-11.73,1,1999,"yf"
-72.99,3.21,1,1999,"yf"
-75.88,-9.46,1,1999,"yf"
-73.99,-13.88,1,1999,"yf"
-11.02,7.05,1,2000,"yf"
-76.84,-1.81,1,1999,"yf"
8.53,11.55,1,2000,"yf"
-7.79,4.74,1,2001,"yf"
-9.4,5.83,1,2001,"yf"
-16.17,14.76,1,2002,"yf"
-16.33,12.74,1,2002,"yf"
-15.49,15.35,1,2002,"yf"
-16.68,14.74,1,2002,"yf"
-14.73,13,1,2002,"yf"
-17.32,14.73,1,2002,"yf"
-78.6,-6.2,1,2003,"yf"
-78.01,-4.98,1,2003,"yf"
-80.29,-5.27,1,2003,"yf"
-72,10.12,1,2003,"yf"
-71.91,7.99,1,2003,"yf"
-76.68,-7.1,1,2003,"yf"
-72.99,3.21,1,2004,"yf"
-72.19,-13.29,1,2003,"yf"
-65.64,-17.24,1,2003,"yf"
-73.52,9.26,1,2003,"yf"
-71.47,5.24,1,2004,"yf"
-71.82,1.75,1,2004,"yf"
-72.84,8.07,1,2003,"yf"
-69.31,9,1,2003,"yf"
-70.55,-11.64,1,2003,"yf"
-69.97,-15.11,1,2003,"yf"
27.08,8.91,1,1998,"yf"
-71.91,7.99,1,2004,"yf"
-71.25,8.48,1,2004,"yf"
-63.17,10.38,1,2004,"yf"
-63.03,9.3,1,2004,"yf"
-72,10.12,1,2004,"yf"
-74.27,10.15,1,2004,"yf"
-73.52,9.26,1,2004,"yf"
-72.39,11.42,1,2004,"yf"
-72.84,8.07,1,2004,"yf"
-9.79,6.92,1,2004,"yf"
-8.73,6.74,1,2004,"yf"
-65.64,-17.24,1,2006,"yf"
-75.52,0.42,1,2005,"yf"
-1.88,5.94,1,2005,"yf"
-10.56,10.51,1,2005,"yf"
-13.82,11.25,1,2005,"yf"
-13.65,9.6,1,2005,"yf"
-73.99,-13.88,1,2006,"yf"
-13.09,13.7,1,2005,"yf"
-69.35,7.07,1,2004,"yf"
-69.31,9,1,2004,"yf"
-71.25,8.48,1,2005,"yf"
-69.35,7.07,1,2005,"yf"
-69.31,9,1,2005,"yf"
-7.43814,9.46624,1,2010,"yf"
-2.25,10.33333,1,2011,"yf"
23,13,1,2012,"yf"
-74,-14,1,2013,"yf"
10,4,1,2013,"yf"
15.40882,-16.28544,1,2016,"yf"
16.34105,-9.54165,1,2016,"yf"
14,-13,1,2016,"yf"
17.25,-12.5,1,2016,"yf"
13.51966,-6.58717,1,2016,"yf"
14.8887,-8.91136,1,2016,"yf"
12.40532,-4.93423,1,2016,"yf"
-55,-27,1,2009,"yf"
-75,-11.5,1,2016,"yf"
14.5,0,1,2012,"yf"
-1,9.5,1,2016,"yf"
15.03197,-10.82696,1,2016,"yf"
-65.66666,-17.5,1,2013,"yf"
34.1,11.15,1,2013,"yf"
-7.43814,9.46624,1,2009,"yf"
-8.75,6.75,1,2008,"yf"
-1.5,7.75,1,2012,"yf"
32.88333,3.66667,1,2010,"yf"
14,8.5,1,2012,"yf"
10.5,5.5,1,2010,"yf"
30.84425,-0.1964,1,2010,"yf"
-6.33333,8.5,1,2011,"yf"
23,13,1,2013,"yf"
-72.96615093,3.318783542,1,2009,"yf"
-74.51428358,8.712918398,1,2009,"yf"
18.6033,4.38866,1,2012,"yf"
17.99642,5.11625,1,2012,"yf"
17.61759,4.17564,1,2012,"yf"
16.13592,6.7286,1,2012,"yf"
20.74977,6.12586,1,2012,"yf"
22.92145,7.46719,1,2012,"yf"
-47.797672,-15.733493,1,NA,"yf"
33.348582,2.918737,1,2011,"yf"
33.659473,2.706554,1,2011,"yf"
33.168865,3.339465,1,2011,"yf"
32.808475,2.942103,1,2011,"yf"
32.537244,3.570159,1,2011,"yf"
0.873971099,9.59010656,1,2007,"yf"
0.460252437,10.58212601,1,2007,"yf"
-56.587174,-24.235316,1,2008,"yf"
-55.980467,-25.255936,1,2008,"yf"
-71.653394,5.306417,1,2006,"yf"
-72.886009,8.271729,1,2006,"yf"
-75.955382,0.685471,1,2006,"yf"
-75.127822,-11.525165,1,2006,"yf"
-78.236971,-4.763491,1,2006,"yf"
-71.985443,-12.980216,1,2006,"yf"
-70.593977,-12.02118,1,2006,"yf"
-75.248267,-10.363497,1,2006,"yf"
-69.952825,-15.974001,1,2006,"yf"
-75.823891,-6.620532,1,2006,"yf"
-47.757847,-15.758606,1,2008,"yf"
-65.66667,-17.5,1,2007,"yf"
-71.96723,-13.524175,1,2010,"yf"
-75.40449,-11.492868,1,2010,"yf"
-70.594065,-11.859951,1,2010,"yf"
-70.028092,-15.840248,1,2010,"yf"
-76.717475,-7.000658,1,2010,"yf"
33.659663,2.706822,1,2010,"yf"
33.347684,2.895417,1,2010,"yf"
32.878754,3.288464,1,2010,"yf"
17.097991,5.314854,1,2009,"yf"
17.642117,4.187186,1,2009,"yf"
-78.193087,-5.1794,1,2008,"yf"
-76.832796,-7.180958,1,2008,"yf"
-71.96822,-13.528474,1,2008,"yf"
-70.698408,-11.66097,1,2008,"yf"
-76.832796,-7.180958,1,2009,"yf"
-15.02295,13.644496,1,2012,"yf"
-77.78086293,-0.653702324,1,2012,"yf"
-74.08340516,-14.09186277,1,2011,"yf"
-74.88389403,-11.5370746,1,2011,"yf"
-70.53929456,-11.97151376,1,2011,"yf"
-76.72173767,-7.032692805,1,2011,"yf"
-78.04682761,-5.089660163,1,2012,"yf"
-74.08340516,-14.09186277,1,2012,"yf"
-72.16634566,-13.18609453,1,2012,"yf"
-70.53929456,-11.97151376,1,2012,"yf"
-76.72173767,-7.032692805,1,2012,"yf"
-69.93236411,-15.00617252,1,2012,"yf"
28.71803209,-0.608796892,1,2013,"yf"
-72.16634566,-13.18609453,1,2013,"yf"
-74.88389403,-11.5370746,1,2013,"yf"
-70.53929456,-11.97151376,1,2013,"yf"
-75.30764853,-10.39666853,1,2013,"yf"
-69.93236411,-15.00617252,1,2013,"yf"
-76.72173767,-7.032692805,1,2013,"yf"
-76.0397277,-9.42180612,1,2014,"yf"
-74.88389403,-11.5370746,1,2014,"yf"
-76.72173767,-7.032692805,1,2014,"yf"
-47.79679277,-15.78074135,1,2012,"yf"
-17.28333,14.76667,1,2003,"yf"
-16.232054,14.655417,1,2004,"yf"
36.03,0.94,2,1993,"yf"
-49.26,-8.25,2,1981,"yf"
-63.9,-8.75,2,1983,"yf"
-54.08,-1.99,2,1984,"yf"
-47.76,-1.67,2,1984,"yf"
-50.48,-1.68,2,1987,"yf"
-46.1,-15.9,2,1994,"yf"
-50.13,-15.92,2,2000,"yf"
-47.5,-14.27,2,2000,"yf"
-61.49,2.89,2,2002,"yf"
-14.801262,13.975911,2,1995,"yf"
23.973,12.968,2,2012,"yf"
-75.93257316,1.460152298,2,2007,"yf"
-72.27868425,5.218289187,2,2007,"yf"
-71.63701078,3.993821895,2,2007,"yf"
-71.91384456,2.354055029,2,2008,"yf"
-72.65970314,2.718136355,2,2008,"yf"
-49.380475,-23.187734,2,2009,"yf"
-45.554,-19.482,2,2006,"yf"
-45.265,-19.679,2,2008,"yf"
-43.057,-18.633,2,2008,"yf"
-14.75,13.53,2,1979,"yf"
5.68,12.37,2,1987,"yf"
35.56,0.52,2,1993,"yf"
-72.48,8.06,2,1991,"yf"
-4,5.42,2,2001,"yf"
-16.07,14.22,2,2002,"yf"
-71.77,8.9,2,2003,"yf"
-71.74,8.61,2,2004,"yf"
-3.45,9.07,2,2004,"yf"
-2.58,10.71,2,2004,"yf"
-9.17,9.34,2,2005,"yf"
-69.7,9.2,2,2004,"yf"
-11.66667,8,2,2008,"yf"
-8.75,10.5,2,2010,"yf"
-2.413,9.273,2,2011,"yf"
-74.167,-12.5,2,2012,"yf"
-69.33333,-13.83333,2,2013,"yf"
-47.45902,-14.18198,2,2015,"yf"
-70.75,-14.75,2,2013,"yf"
36.40148,5.46208,2,2013,"yf"
-75.31667,-11.05,2,2016,"yf"
-1.81667,9.08333,2,2016,"yf"
33.75,2.75,2,2010,"yf"
0.58333,9.7,2,2006,"yf"
0.58333,10.33333,2,2006,"yf"
-11.5,7.33333,2,2012,"yf"
-1.09389,10.895,2,2012,"yf"
-74.167,-12.5,2,2011,"yf"
34,3.583,2,2010,"yf"
-10.83333,10,2,2009,"yf"
-53.992752,-28.516302,2,2009,"yf"
-54.267403,-28.301315,2,2009,"yf"
-55.200666,-28.044427,2,2009,"yf"
-54.128449,-28.759164,2,2009,"yf"
-54.902687,-28.731482,2,2009,"yf"
-53.920504,-28.388728,2,2009,"yf"
-52.846563,-28.729267,2,2009,"yf"
-52.43487,-29.722854,2,2009,"yf"
-52.553203,-29.721405,2,2009,"yf"
-49.478117,-23.274046,2,2008,"yf"
-49.370322,-23.18211,2,2008,"yf"
-48.599068,-23.798955,2,2008,"yf"
-48.924273,-23.09956,2,2008,"yf"
-49.346982,-23.399915,2,2008,"yf"
-43.40593126,-18.53493224,2,2003,"yf"
-43.06353913,-18.6510768,2,2003,"yf"
-43.36812762,-18.77884415,2,2003,"yf"
-2.598892637,10.68790467,2,2005,"yf"
-2.060643753,6.622920697,2,2005,"yf"
-13.56480738,9.697537772,2,2005,"yf"
-8.796447928,7.952402697,2,2005,"yf"
-12.14030429,10.91317773,2,2005,"yf"
-13.36237761,10.91760771,2,2005,"yf"
-12.74607656,10.09588883,2,2005,"yf"
-13.19796506,12.37140442,2,2005,"yf"
-13.5325473,9.592400296,2,2005,"yf"
-10.73945527,9.99245369,2,2005,"yf"
-11.79309081,11.77503944,2,2005,"yf"
-14.35485523,11.08261788,2,2005,"yf"
-10.56650036,13.71114709,2,2005,"yf"
-12.92877096,13.99796555,2,2005,"yf"
-14.33404503,14.15121485,2,2005,"yf"
29.99377364,11.96696221,2,2005,"yf"
31.27770963,12.06760398,2,2005,"yf"
31.69169316,11.12532301,2,2005,"yf"
30.0514768,11.03192735,2,2005,"yf"
30.82989238,10.41473769,2,2005,"yf"
29.15744795,11.09724502,2,2005,"yf"
28.19029438,10.59672833,2,2005,"yf"
1.160303195,9.554903146,2,2007,"yf"
1.650479833,6.380280543,2,2007,"yf"
-4.016943,5.361625,2,2008,"yf"
-8.073288,12.747234,2,1987,"yf"
-9.488239,13.035684,2,1987,"yf"
-8.079544,11.003977,2,2006,"yf"
0.779858,9.263423,2,2006,"yf"
1.195442,6.978825,2,2006,"yf"
-16.85559,14.40569,2,2010,"yf"
-57.652739,-19.015768,2,2010,"yf"
-50.479524,-1.681106,2,2010,"yf"
16.37476,6.317148,2,2008,"yf"
17.464972,4.32149,2,2008,"yf"
18.5181,4.332503,2,2008,"yf"
21.99038,6.538853,2,2008,"yf"
14.696455,0.428691,2,2009,"yf"
-8.82216,7.748381,2,2008,"yf"
-10.131402,9.243643,2,2008,"yf"
-8.696537,10.622057,2,2009,"yf"
-8.79,6.45,2,2008,"yf"
-55.160682,-27.523952,2,2008,"yf"
-54.113073,-26.630667,2,2008,"yf"
-54.626855,-26.399919,2,2008,"yf"
-53.644963,-26.255518,2,2008,"yf"
-55.8745,-27.550373,2,2008,"yf"
-48.596664,-23.798248,2,2009,"yf"
-49.473986,-23.275181,2,2009,"yf"
-49.345952,-23.400014,2,2009,"yf"
-72.08323,4.312906,2,2008,"yf"
-73.786907,2.181611,2,2009,"yf"
-72.758353,2.62382,2,2009,"yf"
-56.454598,-24.665044,2,2008,"yf"
13.863992,9.648035,2,2011,"yf"
21.412911,12.226338,2,2012,"yf"
-1.297962967,10.60290006,2,2011,"yf"
-1.625471951,8.276386757,2,2011,"yf"
14.81231489,-0.747079297,2,2012,"yf"
-12.43328441,12.76371436,2,2011,"yf"
-11.8321621,12.97071062,2,2011,"yf"
-12.2766557,7.506532479,2,2011,"yf"
-50.17865866,-2.39138807,2,2011,"yf"
-48.73657259,-2.909989189,2,2011,"yf"
-65.65458348,-16.71383576,2,2011,"yf"
9.767869,3.97045,2,2013,"yf"
-47.78161869,-21.55195267,2,2008,"yf"
-47.894968,-22.005285,2,2008,"yf"
-52.470325,-24.886515,2,2008,"yf"
-48.6290057,-23.15275737,2,2008,"yf"
-75.62068619,1.742027195,2,2006,"yf"
-76.34227384,0.461552309,2,2006,"yf"
-71.96566085,5.645970882,2,2006,"yf"
-75.12452561,1.885494228,2,2007,"yf"
-48.8942174,-23.07392579,2,2009,"yf"
-49.01001635,-15.8071977,2,2008,"yf"
-48.70700749,-17.21331756,2,2008,"yf"
-53.896,-11.784,2,2009,"yf"
-48.629,-23.158,2,2009,"yf"
-4.304,7.669,-999,1982,"yf"
11.154385,2.92654,-999,2010,"yf"
-7.837895,9.997245,-999,2009,"yf"
-6.944346,9.610863,-999,2009,"yf"
-5.391332,7.776013,-999,2011,"yf"
-5.096669,8.140082,-999,2011,"yf"
-6.190195,8.059271,-999,2011,"yf"
-6.675096,7.959999,-999,2011,"yf"
-7.232,6.716,-999,2001,"yf"
-8.11,7.382,-999,2001,"yf"
11.223865,4.754318,-999,2003,"yf"
14.217,10.752,-999,2003,"yf"
11.624436,4.446709,-999,2003,"yf"
12.320523,5.534533,-999,2005,"yf"
12.908,3.639,-999,2006,"yf"
-5.629192,9.460291,-999,2006,"yf"
-4.758093,10.640837,-999,2005,"yf"
-2.921052,9.873655,-999,2005,"yf"
-3.46618,12.463166,-999,2005,"yf"
-3.242209,10.966228,-999,2005,"yf"
-3.172345,10.330961,-999,2005,"yf"
-1.77166,11.548686,-999,2005,"yf"
-2.996433,9.270635,-999,2005,"yf"
-8.797409,7.639699,-999,2008,"yf"
-8.818737,7.756072,-999,2008,"yf"
-10.748792,10.04563,-999,2008,"yf"
10.421304,5.375566,-999,2010,"yf"
10.63688,5.50851,-999,2010,"yf"
9.445474,4.632739,-999,2010,"yf"
9.413266,4.290908,-999,2010,"yf"
9.93134,4.963889,-999,2010,"yf"
-67.25019,-15.583728,-999,2010,"yf"
-2.415898,13.572053,-999,2008,"yf"
13.179993,3.97736,-999,2008,"yf"
12.923956,4.392903,-999,2008,"yf"
9.257655,4.154722,-999,2008,"yf"
-10.506571,9.526208,-999,2008,"yf"
-67.250319,-15.583976,-999,2008,"yf"
13.873093,9.310721,-999,2011,"yf"
13.942619,9.925449,-999,2011,"yf"
13.665104,9.057897,-999,2011,"yf"
13.61834,9.96859,-999,2011,"yf"
-65.423326,-16.972576,-999,2012,"yf"
-65.577648,-13.754534,-999,2012,"yf"
10.81017,4.392669,-999,2013,"yf"
25.746031,-5.383558,-999,2013,"yf"
36.547,5.852,-999,2013,"yf"
23.697596,3.816511,-999,2014,"yf"
-67.882012,-15.497844,-999,2014,"yf"
-5.83333,9,-999,2006,"yf"
-5.93473,6.31058,-999,2006,"yf"
-65.42345676,-13.74079848,-999,2023,"yf"
-57.81023109,-18.97219943,2,2023,"yf"
-50.38993927,-0.15665555,2,2023,"yf"
-49.93552076,-2.326917779,2,2023,"yf"
-48.23676107,-12.74851826,-999,2023,"yf"
-46.65577935,-23.55623873,1,2023,"yf"
-64.97354764,-4.829374494,1,2023,"yf"
-75.99238882,-11.15810767,2,2022,"yf"
-73.38038783,-9.737373183,1,2022,"yf"
-74.2222666,-13.16386948,2,2022,"yf"
-55,-10,2,2018,"yf"
7.5,5.41667,1,2019,"yf"
-4.02806,5.34111,2,2019,"yf"
-70,-9,2,2017,"yf"
-70,-9,2,2015,"yf"
-49.654968,-21.285351,2,2017,"yf"
-48.79998,-24.766319,2,2019,"yf"
-36,-9,2,2017,"yf"
-38.422695,-12.135238,2,2017,"yf"
-47.459019,-14.18198,2,2015,"yf"
-47.459019,-14.18198,2,2015,"yf"
-47.459019,-14.18198,2,2015,"yf"
-47.459019,-14.18198,2,2015,"yf"
-52,1,1,2015,"yf"
-52,1,1,2015,"yf"
-52,1,1,2015,"yf"
-52,1,1,2015,"yf"
-63,-5,2,2017,"yf"
-63,-5,2,2015,"yf"
-63,-5,2,2017,"yf"
-47.33139,-22.739166,2,2018,"yf"
-47.33139,-22.739166,2,2017,"yf"
-46.772663,-22.708059,2,2017,"yf"
-46.772663,-22.708059,2,2017,"yf"
7,6.333333,2,2018,"yf"
7,6.333333,2,2018,"yf"
7,6.333333,2,2019,"yf"
7,6.333333,2,2018,"yf"
7,6.333333,2,2019,"yf"
-48.413792,-23.494839,2,2017,"yf"
-44.318054,-23.006666,2,2018,"yf"
-44.318054,-23.006666,2,2018,"yf"
-44.318054,-23.006666,2,2018,"yf"
-44.318054,-23.006666,2,2018,"yf"
-44.318054,-23.006666,2,2018,"yf"
-44.318054,-23.006666,2,2018,"yf"
-44.318054,-23.006666,2,2018,"yf"
-46.793282,-23.43788,2,2017,"yf"
-48.716206,-25.432837,2,2019,"yf"
-48.716206,-25.432837,2,2019,"yf"
-48.720371,-25.28425,2,2019,"yf"
-51.102978,-20.088976,2,2017,"yf"
-51.102978,-20.088976,2,2017,"yf"
-51.459503,-23.447321,2,2015,"yf"
-51.459503,-23.447321,2,2015,"yf"
-48.201111,-21.827627,2,2017,"yf"
-48.201111,-21.827627,2,2017,"yf"
-46.940559,-19.59333,2,2017,"yf"
-46.55629,-23.116072,2,2017,"yf"
-46.55629,-23.116072,2,2018,"yf"
-74.030014,-13.935963,1,2017,"yf"
-49.442101,-20.93338,2,2016,"yf"
-49.442101,-20.93338,2,2016,"yf"
-49.442101,-20.93338,2,2016,"yf"
-49.442101,-20.93338,2,2016,"yf"
-42,-12,2,2017,"yf"
-42,-12,2,2017,"yf"
-42,-12,2,2017,"yf"
-42,-12,2,2017,"yf"
-42,-12,2,2017,"yf"
-42,-12,2,2017,"yf"
-42,-12,2,2017,"yf"
-42,-12,2,2017,"yf"
-42,-12,2,2017,"yf"
-42,-12,2,2017,"yf"
-42,-12,2,2017,"yf"
-42,-12,2,2017,"yf"
-42,-12,2,2017,"yf"
-42,-12,2,2017,"yf"
-42,-12,2,2018,"yf"
-42,-12,2,2017,"yf"
-42,-12,2,2017,"yf"
-42,-12,2,2017,"yf"
-42,-12,2,2017,"yf"
-42,-12,2,2017,"yf"
-42,-12,2,2017,"yf"
-42,-12,2,2017,"yf"
-42,-12,2,2018,"yf"
-42,-12,2,2017,"yf"
-42,-12,2,2017,"yf"
-42,-12,2,2017,"yf"
-42,-12,2,2017,"yf"
-42,-12,2,2017,"yf"
-8,12.65,2,2019,"yf"
-8,12.65,2,2019,"yf"
-8,12.65,2,2019,"yf"
-43.071701,-20.27861,2,2018,"yf"
-43.071701,-20.27861,2,2018,"yf"
14.33333,-5.33333,2,2016,"yf"
14.33333,-5.33333,2,2016,"yf"
14.33333,-5.33333,2,2016,"yf"
14.33333,-5.33333,2,2016,"yf"
14.33333,-5.33333,2,2016,"yf"
14.33333,-5.33333,2,2016,"yf"
14.33333,-5.33333,2,2016,"yf"
14.33333,-5.33333,2,2016,"yf"
14.33333,-5.33333,2,2016,"yf"
14.33333,-5.33333,2,2016,"yf"
14.33333,-5.33333,2,2016,"yf"
14.33333,-5.33333,2,2016,"yf"
14.33333,-5.33333,2,2016,"yf"
14.33333,-5.33333,2,2016,"yf"
14.33333,-5.33333,2,2016,"yf"
24.73333,2.8,2,2016,"yf"
24.73333,2.8,2,2016,"yf"
24.73333,2.8,2,2016,"yf"
24.73333,2.8,2,2016,"yf"
24.73333,2.8,2,2016,"yf"
24.73333,2.8,2,2016,"yf"
24.73333,2.8,2,2016,"yf"
24.73333,2.8,2,2016,"yf"
10,10.5,2,2019,"yf"
10,10.5,2,2019,"yf"
10,10.5,2,2019,"yf"
10,10.5,2,2019,"yf"
10,10.5,2,2019,"yf"
13.16072,-9.06875,2,2016,"yf"
-43.937778,-19.92083,2,2017,"yf"
-43.937778,-19.92083,2,2017,"yf"
-43.937778,-19.92083,2,2017,"yf"
-43.937778,-19.92083,2,2017,"yf"
-43.937778,-19.92083,2,2018,"yf"
-43.937778,-19.92083,2,2018,"yf"
-43.937778,-19.92083,2,2018,"yf"
-43.937778,-19.92083,2,2017,"yf"
13.58333,-8.58333,1,2016,"yf"
13.58333,-8.58333,1,2016,"yf"
13.58333,-8.58333,1,2016,"yf"
13.58333,-8.58333,1,2016,"yf"
13.58333,-8.58333,1,2016,"yf"
14,-13,1,2016,"yf"
14,-13,1,2016,"yf"
14,-13,1,2016,"yf"
14,-13,1,2016,"yf"
14,-13,1,2016,"yf"
14,-13,1,2016,"yf"
14,-13,1,2016,"yf"
14,-13,1,2016,"yf"
14,-13,1,2016,"yf"
14,-13,1,2016,"yf"
14,-13,1,2016,"yf"
14,-13,1,2016,"yf"
14,-13,1,2016,"yf"
5.633333,6.333334,2,2018,"yf"
5.633333,6.333334,2,2018,"yf"
8.75,7.333333,1,2019,"yf"
8.75,7.333333,1,2018,"yf"
8.75,7.333333,1,2019,"yf"
8.75,7.333333,1,2019,"yf"
8.75,7.333333,1,2018,"yf"
8.75,7.333333,1,2018,"yf"
-46.047604,-23.748697,2,2019,"yf"
-46.047604,-23.748697,2,2019,"yf"
-44.198334,-19.967777,2,2017,"yf"
17.25,-12.5,1,2016,"yf"
11.88972,-4.78139,2,2018,"yf"
15.77873,6.76546,2,2018,"yf"
13.62111,-4.43722,2,2016,"yf"
-63.5,6.33333,1,2019,"yf"
-63.5,6.33333,1,2019,"yf"
-63.5,6.33333,1,2019,"yf"
13.056,-5.849,2,2016,"yf"
13.056,-5.849,2,2016,"yf"
13.056,-5.849,2,2016,"yf"
13,11.5,2,2018,"yf"
13.82028,-4.18556,2,2016,"yf"
-46.555592,-22.94002,2,2018,"yf"
-46.555592,-22.94002,2,2017,"yf"
-47.929722,-15.77972,2,2015,"yf"
-47.929722,-15.77972,2,2015,"yf"
-47.929722,-15.77972,2,2015,"yf"
-47.929722,-15.77972,2,2015,"yf"
-47.929722,-15.77972,2,2015,"yf"
15.2662,-4.2767,2,2016,"yf"
